L_m,D_m,EI_Nm2,wall_thickness
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
41.23620356542087,4.926094938462864,1412495475.3437304,0.32952376283601265
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
58.52142919229749,3.2524198949851466,4610211626.7182665,0.25323027087107725
51.95981825434215,3.484886142283841,3021009489.7914286,0.23593044548369074
51.95981825434215,3.484886142283841,3021009489.7914286,0.23593044548369074
51.95981825434215,3.484886142283841,3021009489.7914286,0.23593044548369074
51.95981825434215,3.484886142283841,3021009489.7914286,0.23593044548369074
51.95981825434215,3.484886142283841,3021009489.7914286,0.23593044548369074
51.95981825434215,3.484886142283841,3021009489.7914286,0.23593044548369074
51.95981825434215,3.484886142283841,3021009489.7914286,0.23593044548369074
51.95981825434215,3.484886142283841,3021009489.7914286,0.23593044548369074
51.95981825434215,3.484886142283841,3021009489.7914286,0.23593044548369074
51.95981825434215,3.484886142283841,3021009489.7914286,0.23593044548369074
51.95981825434215,3.484886142283841,3021009489.7914286,0.23593044548369074
51.95981825434215,3.484886142283841,3021009489.7914286,0.23593044548369074
51.95981825434215,3.484886142283841,3021009489.7914286,0.23593044548369074
