H_horiz_kN,M_moment_kNm,N_cycles,freq_Hz,cum_strain_H,cum_strain_M
16.086685310659735,68.2274244981208,0,1.965200492765989,0.0032314300993888305,4.001094296499117e-10
34.74767539550067,147.37308238141352,1,1.965200492765989,0.009694290298166493,1.2003282889497351e-09
55.33799587959291,234.7014852867414,3,1.965200492765989,0.019388580596332985,2.4006565778994703e-09
76.49634557563105,324.4390339807972,5,1.965200492765989,0.03231430099388831,4.001094296499117e-09
96.47420422789976,409.16984188244635,7,1.965200492765989,0.04847145149083246,6.001641444748676e-09
113.5784464703553,481.7129651958249,9,1.965200492765989,0.06786003208716546,8.402298022648144e-09
126.62838475860016,537.0608297230416,11,1.965200492765989,0.09048004278288727,1.1203064030197527e-08
135.32179848837978,573.9316466393416,13,1.965200492765989,0.1163314835779979,1.440393946739682e-08
140.42061406074447,595.556925419603,15,1.965200492765989,0.1454143544724974,1.8004924334246027e-08
143.70263960741585,609.4767694311,17,1.965200492765989,0.1777286554663857,2.2006018630745143e-08
147.67422107041753,626.321182631968,19,1.965200492765989,0.21327438655966283,2.6407222356894173e-08
155.09021066373012,657.7741426598055,21,1.965200492765989,0.2520515477523288,3.1208535512693114e-08
168.37168230174052,714.103994702465,23,1.965200492765989,0.29406013904438355,3.640995809814196e-08
189.03905399437164,801.7591899463982,25,1.965200492765989,0.33930016043582717,4.201149011324073e-08
217.2824423446377,921.5460577209536,27,1.965200492765989,0.38777161192665965,4.8013131557989406e-08
251.77035791321012,1067.8174374434827,29,1.965200492765989,0.43947449351688095,5.4414882432387996e-08
289.7553442115531,1228.920718491383,31,1.965200492765989,0.4944088052064911,6.121674273643649e-08
327.47841752211207,1388.9131648176478,33,1.965200492765989,0.55257454699549,6.84187124701349e-08
360.813851589395,1530.2965988200845,35,1.965200492765989,0.6139717188838779,7.602079163348322e-08
386.0437824155461,1637.3026828760323,37,1.965200492765989,0.6786003208716544,8.402298022648146e-08
400.61897261861577,1699.1195003198802,39,1.965200492765989,0.74646035295882,9.24252782491296e-08
403.75531952593406,1712.4214868812248,41,1.965200492765989,0.8175518151453742,1.0122768570142766e-07
396.7379591616216,1682.6592073819809,43,1.965200492765989,0.8918747074313172,1.1043020258337562e-07
382.8532532787752,1623.7708967072654,45,1.965200492765989,0.9694290298166491,1.2003282889497351e-07
366.93552617724816,1556.2600638023985,47,1.965200492765989,1.0502147823013699,1.3003556463622132e-07
354.5882823689814,1503.892492210121,49,1.965200492765989,1.1342319648854797,1.40438409807119e-07
351.20519227447664,1489.5440096274342,51,1.965200492765989,1.2214805775689779,1.5124136440766663e-07
360.9615630717643,1530.9230780366688,53,1.965200492765989,1.3119606203518652,1.6244442843786417e-07
385.9627255538765,1636.9589016182517,55,1.965200492765989,1.4056720932341413,1.740476018977116e-07
425.7173395144241,1805.5675907338323,56,1.965200492765989,1.5026149962158064,1.8605088478720895e-07
13.166778126120091,66.26383987626664,0,0.6660808899894735,0.0034479272349356442,2.202668979514081e-10
27.065900926240303,136.21331717630906,0,0.6660808899894735,0.010343781704806931,6.608006938542243e-10
41.676024512997095,209.74101549794847,1,0.6660808899894735,0.020687563409613866,1.3216013877084486e-09
56.94789942379323,286.5990793314864,1,0.6660808899894735,0.034479272349356445,2.202668979514081e-09
72.80573954455248,366.406103379447,2,0.6660808899894735,0.051718908524034664,3.304003469271121e-09
89.1493724127228,448.6579542877949,3,0.6660808899894735,0.07240647193364852,4.62560485697957e-09
105.85711595026638,532.7422482480027,3,0.6660808899894735,0.09654196257819803,6.167473142639426e-09
122.7893076548968,617.9561121957887,4,0.6660808899894735,0.12412538045768319,7.92960832625069e-09
139.7923950438382,703.5267695996579,5,0.6660808899894735,0.155156725572104,9.912010407813364e-09
156.70348112228152,788.6344162313507,5,0.6660808899894735,0.18963599792146044,1.2114679387327444e-08
173.35520621036792,872.436788712409,6,0.6660808899894735,0.22756319750575255,1.4537615264792932e-08
189.58083791950506,954.0947806043378,7,0.6660808899894735,0.26893832432498027,1.718081804020983e-08
205.21943466498266,1032.798428581521,7,0.6660808899894735,0.31376137837914364,2.0044287713578135e-08
220.120945007458,1107.7925756530406,8,0.6660808899894735,0.36203235966824265,2.312802428489785e-08
234.1511054234287,1178.40151994731,9,0.6660808899894735,0.4137512681922773,2.6432027754168967e-08
247.19600282656262,1244.0519763037362,9,0.6660808899894735,0.4689181039512476,2.99562981213915e-08
259.1661752291897,1304.2937134835754,10,0.6660808899894735,0.5275328669451536,3.370083538656543e-08
270.0001341983014,1358.8172814725508,11,0.6660808899894735,0.5895955571739951,3.7665639549690775e-08
279.6672059985141,1407.468309970623,11,0.6660808899894735,0.6551061746377724,4.185071061076753e-08
288.1696042294888,1450.2579392591958,12,0.6660808899894735,0.7240647193364853,4.6256048569795685e-08
295.5436649960188,1487.3690363849119,13,0.6660808899894735,0.7964711912701339,5.088165342677525e-08
301.8601957770779,1519.1579508969048,13,0.6660808899894735,0.872325590438718,5.572752518170623e-08
307.2239107195697,1546.151672875567,14,0.6660808899894735,0.9516279168422378,6.079366383458861e-08
311.77194757011375,1569.0403691632303,15,0.6660808899894735,1.0343781704806934,6.60800693854224e-08
315.67148434500285,1588.6653888884623,15,0.6660808899894735,1.1205763513540843,7.15867418342076e-08
319.1164965817739,1606.0029438349015,16,0.6660808899894735,1.2102224594624111,7.73136811809442e-08
322.32371807173774,1622.1437802052724,17,0.6660808899894735,1.3033164948056735,8.326088742563224e-08
325.5278888086566,1638.2692631908337,17,0.6660808899894735,1.3998584573838717,8.942836056827166e-08
328.97639299558983,1655.6243919145618,18,0.6660808899894735,1.4998483471970052,9.58161006088625e-08
332.92340685633263,1675.4883473904133,19,0.6660808899894735,1.6032861642450746,1.0242410754740474e-07
8.043352113360855,154.16727740280487,0,1.133822642467917,0.001438271299924375,4.741453216997782e-10
16.843557018039842,322.84118495032374,1,1.133822642467917,0.004314813899773125,1.4224359650993347e-09
26.33689580268829,504.80041951629187,2,1.133822642467917,0.00862962779954625,2.8448719301986694e-09
36.37945940832303,697.286669950787,3,1.133822642467917,0.01438271299924375,4.741453216997782e-09
46.75873509010477,896.2266952936319,4,1.133822642467917,0.021574069498865627,7.112179825496674e-09
57.21116366706257,1096.5688453382775,5,1.133822642467917,0.030203697298411873,9.957051755695344e-09
67.44436616339198,1292.709079625682,6,1.133822642467917,0.0402715963978825,1.3276069007593792e-08
77.16237509847643,1478.9745766700596,7,1.133822642467917,0.0517777667972775,1.7069231581192017e-08
86.09195919042571,1650.128300688738,9,1.133822642467917,0.06472220849659686,2.1336539476490023e-08
94.008018803956,1801.8557572486786,10,1.133822642467917,0.07910492149584063,2.6077992693487805e-08
100.75606216216794,1931.1957957885206,11,1.133822642467917,0.09492590579500874,3.129359123218537e-08
106.2699484111162,2036.8806917036302,12,1.133822642467917,0.11218516139410126,3.698333509258271e-08
110.58339250783679,2119.5566610318897,13,1.133822642467917,0.13088268829311814,4.314722427467983e-08
113.83414883410823,2181.864047959379,14,1.133822642467917,0.15101848649205937,4.978525877847672e-08
116.26029770802826,2228.3661482273533,15,1.133822642467917,0.172592555990925,5.689743860397339e-08
118.18861769435077,2265.326340702197,17,1.133822642467917,0.19560489678971502,6.448376375116983e-08
120.01559896084791,2300.3441695566517,18,1.133822642467917,0.2200555088884294,7.254423422006606e-08
122.18219957541643,2341.8714971260165,19,1.133822642467917,0.2459443922870681,8.107885001066206e-08
125.14392940655628,2398.6391007363363,20,1.133822642467917,0.2732715469856312,9.008761112295785e-08
129.33823069703183,2479.031454750725,21,1.133822642467917,0.30203697298411875,9.957051755695342e-08
135.15138199510585,2590.452376789681,22,1.133822642467917,0.3322406702825306,1.0952756931264875e-07
142.88726254774159,2738.72633350632,23,1.133822642467917,0.36388263888086686,1.1995876639004387e-07
152.74026659218515,2927.579287643123,24,1.133822642467917,0.3969628787791275,1.3086410878913877e-07
164.77445071647642,3158.2390145900795,26,1.133822642467917,0.43148138997731245,1.4224359650993343e-07
178.91064267672914,3429.1880165286457,27,1.133822642467917,0.4674381724754218,1.540972295524279e-07
194.9227569495736,3736.092902466253,28,1.133822642467917,0.5048332262734555,1.664250079166221e-07
212.44398001237934,4071.9229417695205,29,1.133822642467917,0.5436665513714137,1.7922693160251614e-07
230.9828432421467,4427.2581341116065,30,1.133822642467917,0.5839381477692962,1.925030006101099e-07
249.9485347293665,4790.774362101842,31,1.133822642467917,0.6256480154671031,2.062532149394035e-07
268.6841568950557,5149.880841468073,32,1.133822642467917,0.6687961544648343,2.2047757459039683e-07
7.287141083835404,66.60615997993415,0,0.5630370127571079,0.0013729174082784815,1.3977249451976915e-10
14.91721237106088,136.34678157192874,0,0.5630370127571079,0.004118752224835444,4.1931748355930746e-10
22.88306914858497,209.15656044089468,1,0.5630370127571079,0.008237504449670889,8.386349671186149e-10
31.168172734878716,284.88432920100774,1,0.5630370127571079,0.013729174082784816,1.3977249451976916e-09
39.746918971932196,363.29605990839536,2,0.5630370127571079,0.020593761124177223,2.0965874177965374e-09
48.585156958910424,444.0796054070871,2,0.5630370127571079,0.02883126557384811,2.9352223849151527e-09
57.64088855710224,526.8510929665192,3,0.5630370127571079,0.038441687431797475,3.913629846553537e-09
66.86513582292807,611.1628528204529,3,0.5630370127571079,0.04942502669802533,5.0318098027116905e-09
76.2029603747689,696.5127354162647,4,0.5630370127571079,0.061781283372531665,6.289762253389612e-09
85.59461582533726,782.3546449141577,5,0.5630370127571079,0.07551045745531648,7.687487198587304e-09
94.97681186475553,868.1100931997412,5,0.5630370127571079,0.09061254894637977,9.224984638304764e-09
104.28406640551168,953.1805588025965,6,0.5630370127571079,0.10708755784572155,1.0902254572541995e-08
113.4501204378743,1036.9604190029886,6,0.5630370127571079,0.12493548415334181,1.2719297001298994e-08
122.40938892514794,1118.8502113510806,7,0.5630370127571079,0.14415632786924057,1.4676111924575762e-08
131.09842021687822,1198.269973042182,7,0.5630370127571079,0.16475008899341778,1.67726993423723e-08
139.4573360914741,1274.6724032403781,8,0.5630370127571079,0.18671676752587346,1.9009059254688604e-08
147.43122466623902,1347.5555945993447,9,0.5630370127571079,0.21005636346660764,2.1385191661524682e-08
154.97145903272107,1416.4750858953423,9,0.5630370127571079,0.23476887681562028,2.390109656288053e-08
162.03691558046958,1481.0549977889818,10,0.5630370127571079,0.26085430757291145,2.6556773958756144e-08
168.59506754635854,1540.9980281197206,10,0.5630370127571079,0.2883126557384811,2.9352223849151528e-08
174.6229313452229,1596.09410158741,11,0.5630370127571079,0.31714392131232916,3.228744623406668e-08
180.10784566865726,1646.2274908960496,11,0.5630370127571079,0.3473481042944558,3.53624411135016e-08
185.04806614330857,1691.3822520685321,12,0.5630370127571079,0.37892520468486085,3.857720848745629e-08
189.45316147221448,1731.6458452703725,12,0.5630370127571079,0.41187522248354436,4.193174835593075e-08
193.34420039127158,1767.2108436351991,13,0.5630370127571079,0.44619815769050636,4.542606071892498e-08
196.75372240136736,1798.3746657496488,14,0.5630370127571079,0.4818940103057469,4.9060145576438975e-08
199.72548902464584,1825.5373020779325,14,0.5630370127571079,0.5189627803292659,5.2834002928472746e-08
202.31401621728165,1849.1970411061175,15,0.5630370127571079,0.5574044677610633,5.6747632775026274e-08
204.5838924854615,1869.9442367640156,15,0.5630370127571079,0.5972190726011393,6.080103511609959e-08
206.60889112950466,1888.4531941305033,16,0.5630370127571079,0.6384065948494938,6.499420995169265e-08
7.996043063277994,69.5932968171508,0,1.6098561811503955,0.0024949143916938982,3.30264115795613e-10
17.050171787586915,148.39560725308388,1,1.6098561811503955,0.007484743175081694,9.90792347386839e-10
26.983661181999803,234.85140424975413,3,1.6098561811503955,0.014969486350163388,1.981584694773678e-09
37.40632099682377,325.5646798508334,4,1.6098561811503955,0.02494914391693898,3.3026411579561305e-09
47.77980525560881,415.84995762342635,6,1.6098561811503955,0.03742371587540847,4.953961736934195e-09
57.508086062305374,500.5197284517337,8,1.6098561811503955,0.05239320222557186,6.935546431707874e-09
66.041542002813,574.790380503521,9,1.6098561811503955,0.06985760296742916,9.247395242277165e-09
72.97877666022586,635.1683733160859,11,1.6098561811503955,0.08981691810098033,1.1889508168642069e-08
78.1502055114825,680.1777335916845,12,1.6098561811503955,0.1122711476262254,1.4861885210802586e-08
81.66967595227993,710.8093283801691,14,1.6098561811503955,0.1372202915431644,1.8164526368758717e-08
83.94464515509289,730.6094477302435,16,1.6098561811503955,0.1646643498517973,2.179743164251046e-08
