G_ratio,C_ratio,E_dissipated,entropy_change
0.9512298619462005,0.9510761827022334,0.04877013805379948,0.049999540126309534
0.8788821182016822,0.8784562144585638,0.12111788179831784,0.1291044992759462
0.7954432423144474,0.7946724901034896,0.2045567576855526,0.22885578219164324
0.7106022796691389,0.7094550757563672,0.2893977203308611,0.34164238730981455
0.630273977332506,0.628748311944862,0.369726022667494,0.46160066947671186
0.5573878267998209,0.555499813602679,0.4426121732001791,0.5844940034267683
0.492913844302898,0.49068893727813234,0.507086155697102,0.7074208782176987
0.43670894905931235,0.43417617193278624,0.5632910509406877,0.8284883262359402
0.38808744452690735,0.3852760029019604,0.6119125554730926,0.9465245922593993
0.34615983002564693,0.34309733108701207,0.653840169974353,1.0608546740939189
0.31001445356143204,0.30672611018039736,0.689985546438568,1.171136358198112
0.2788043043074054,0.2753126988805698,0.7211956956925947,1.2772451615226719
0.2517810068536941,0.24810615042609793,0.7482189931463059,1.3791955897097126
0.2283015051390537,0.2244610366969114,0.7716984948609463,1.4770881326557952
0.20782185839489517,0.2038312977125478,0.7921781416051048,1.5710740162682224
0.18988588119452504,0.1857588893581592,0.810114118805475,1.661332012561253
0.17411254786394628,0.1698611729287105,0.8258874521360537,1.7480533620656127
0.16018400044494374,0.15581889860496784,0.8398159995550563,1.8314321217140845
0.14783490634132754,0.14336553587700054,0.8521650936586724,1.911659125542379
0.13684336327598784,0.132278152010147,0.8631566367240122,1.9889183410105806
0.12702329231167242,0.1223697808849959,0.8729767076883276,2.0633848053110917
0.11821815436793384,0.11348311820907779,0.8817818456320662,2.1352235955506673
0.11029579604019281,0.10548534895104683,0.8897042039598072,2.204589467318544
0.10314423636814322,0.09826391844181294,0.8968557636318568,2.27162691724372
0.1,0.0948844125085605,0.9,2.3025850929940455
0.1,0.09448665246071525,0.9,2.3025850929940455
0.1,0.0940753587150629,0.9,2.3025850929940455
0.1,0.0936507227895727,0.9,2.3025850929940455
0.1,0.09321294180537523,0.9,2.3025850929940455
0.1,0.0927622183343787,0.9,2.3025850929940455
0.9509542761259484,0.9507903491886942,0.049045723874051594,0.050289297376056745
0.8782500416297397,0.8777959377040062,0.12174995837026026,0.1298239404354164
0.7944775501481627,0.7936561847353412,0.20552244985183732,0.23007054998336676
0.7093823950392419,0.7081604990759832,0.29061760496075806,0.3433605536417841
0.6288923225037095,0.6272681421010304,0.3711076774962905,0.4637952253244803
0.555925705655693,0.5539167133725258,0.444074294344307,0.5871206165813081
0.4914330682659508,0.4890665886801362,0.5085669317340492,0.7104295271706933
0.4352520919214428,0.4325591653313991,0.5647479080785571,0.8318298940927917
0.38668144251612685,0.3836932369936574,0.6133185574838731,0.9501540708761735
0.34482013033253855,0.3415660662206413,0.6551798696674614,1.064732359261826
0.3087485861534726,0.3052555052574205,0.6912514138465273,1.1752279703104427
0.2776146009770534,0.2739065274118852,0.7223853990229465,1.2815214545530835
0.2506665369703338,0.24676474859973344,0.7493334630296662,1.383631761106124
0.22725939708891582,0.22318264327736226,0.7727406029110842,1.4816631954531292
0.20684817492834937,0.20261294921958695,0.7931518250716506,1.5757702092784978
0.18897618469154825,0.18459700423083095,0.8110238153084517,1.666134278785059
0.17326225588963345,0.16875192407294523,0.8267377441103665,1.7529489023484504
0.15938860215397307,0.15475844459940355,0.8406113978460269,1.836410019862823
0.14709008794340003,0.1423501591005515,0.8529099120565999,1.9167100367626964
0.13614507492546526,0.13130433625297605,0.8638549250745348,1.9940342344023347
0.12636777788771641,0.12143425015679557,0.8736322221122836,2.068558751541854
0.11760195825542168,0.1125828511036067,0.8823980417445784,2.1404495918244337
0.10971575611149134,0.10461757799512236,0.8902842438885087,2.2098622929217213
0.10259746911180204,0.09742612057450342,0.897402530888198,2.2769420140760124
0.1,0.09455118847606338,0.9,2.3025850929940455
0.1,0.0941283295452639,0.9,2.3025850929940455
0.1,0.09369120833912097,0.9,2.3025850929940455
0.1,0.09324004144331727,0.9,2.3025850929940455
0.1,0.09277505166555602,0.9,2.3025850929940455
0.1,0.09229646785234578,0.9,2.3025850929940455
0.9761851858233305,0.9761149873675204,0.02381481417666953,0.024102970994236243
0.9384623419931652,0.9382598992468996,0.06153765800683475,0.06351254950046716
0.8909771175303072,0.890592760285951,0.10902288246969283,0.11543653362527745
0.8376733946869007,0.8370712102393424,0.16232660531309928,0.1771269982802937
0.7817850587168587,0.7809421988591603,0.21821494128314134,0.24617543719391127
0.7257716504775366,0.7246764279569319,0.27422834952246344,0.3205198446552746
0.6713639357691038,0.6700134505622047,0.3286360642308962,0.3984439108489601
0.6196769879966935,0.6180747877933873,0.38032301200330654,0.4785569238060426
0.5713468135546388,0.5695008600322427,0.4286531864453612,0.5597588744511921
0.5266608418825223,0.524581882078631,0.47333915811747773,0.6411985014071232
0.4856677295163207,0.48336806805450233,0.5143322704836792,0.7222305730230082
0.4482624811791153,0.4457550992630543,0.5517375188208846,0.8023763226478059
0.41424862704771576,0.4115465783883626,0.5857513729522843,0.8812889369894285
0.3833815242747521,0.3804975405211672,0.616618475725248,0.9587246386951289
0.3553972421423072,0.3523434905359791,0.6446027578576927,1.034519123161398
0.33003098509797824,0.32681893313109667,0.6699690149020218,1.1085687346931012
0.30702821127056257,0.30366856431329975,0.6929717887294374,1.180815642227424
0.2861508136168763,0.28265350075060025,0.7138491863831238,1.2512362868080686
0.2671800643398684,0.26355425484292144,0.7328199356601316,1.3198324496095546
0.2499175067458108,0.24617164505907768,0.7500824932541892,1.3866243885897223
0.23418459863234575,0.2303264495346198,0.7658154013676542,1.4516455915848983
0.2198216411393633,0.21585833963425274,0.7801783588606367,1.5149387835364645
0.20668633973554246,0.20262444208727426,0.7933136602644575,1.5765529018728521
0.19465221674719252,0.19049775043475073,0.8053477832528075,1.6365408166155258
0.1836070097886773,0.17936552105157952,0.8163929902113227,1.6949576218476807
0.17345113452474487,0.1691277327778237,0.8265488654752551,1.7518593646552543
0.1640962540403531,0.15969565283134632,0.8359037459596469,1.8073021084449135
0.15546397419535865,0.15099052863318024,0.8445360258046414,1.8613412514044225
0.14748467022587544,0.14294241096484533,0.8525153297741246,1.91403103927546
0.14009644148752276,0.1354891054453178,0.8599035585124772,1.9654242257653054
0.9782389541611012,0.9781718043945872,0.021761045838898818,0.022001309382809617
0.943581276615277,0.9433869777287883,0.05641872338472298,0.0580727741473081
0.8996235666116528,0.8992531102134309,0.10037643338834723,0.10577886247303953
0.8498347931566458,0.8492516167925779,0.15016520684335422,0.16271330938050174
0.7971194735210237,0.7962991114672364,0.20288052647897625,0.22675070738497505
0.7437520708934703,0.7426806775367426,0.2562479291065297,0.29604753773159204
0.6913948449675046,0.6900672019359305,0.3086051550324954,0.36904420745601485
0.6411744974320173,0.6395919501796202,0.35882550256798273,0.44445363222545936
0.5937853667826181,0.5919539556254021,0.40621463321738194,0.5212373602996494
0.5495945431082871,0.547523448322265,0.45040545689171285,0.598574466965561
0.5087349158429846,0.5064352406552024,0.4912650841570154,0.6758281921135648
0.4711806141992823,0.4686644770650376,0.5288193858007177,0.7525137888338679
0.4368045045835053,0.4340843900097315,0.5631954954164947,0.8282695419134422
0.4054199706693623,0.4025082837203702,0.5945800293306377,0.9028317845363033
0.376810066783974,0.37371884133908573,0.623189933216026,0.9760140201188312
0.3507470898500619,0.34748780910819776,0.649252910149938,1.047689856968949
0.327005175169193,0.3235886717876537,0.6729948248308071,1.1177792820046337
0.30536797618226225,0.3018043873928483,0.6946320238177377,1.1862377502999022
0.2856329769937146,0.28193173657664405,0.7143670230062854,1.2530475895180877
0.2676135614134158,0.2637834155102522,0.7323864385865841,1.3182112740845837
0.2511396322215184,0.2471886698130848,0.7488603677784815,1.3817461908584892
0.2360573289708459,0.23199302067366356,0.7639426710291541,1.4436805840886682
0.22222821560512673,0.21805745648098288,0.7777717843948733,1.5040504269168937
0.20952818426662,0.20525733779115357,0.79047181573338,1.5628970175628576
0.19784623508884244,0.19348117644342233,0.8021537649111575,1.6202651404505748
0.18708323266627674,0.18262939022305252,0.8129167673337232,1.6762016666806443
0.17715070012266187,0.17261309447502607,0.8228492998773381,1.7307544955324772
0.16796968534084022,0.16335296555615247,0.8320303146591598,1.7839717602606882
0.1594697167522028,0.15477819373777504,0.8405302832477972,1.83590123840617
0.15158785515384227,0.1468255321646565,0.8484121448461577,1.8865899201053455
0.9589758755203623,0.958856254830111,0.04102412447963766,0.04188936028543386
0.8968731417635256,0.8965375612600305,0.10312685823647438,0.10884085193759299
0.8233370682678184,0.8227210521009208,0.17666293173218162,0.19438960168083896
0.7463764543226543,0.7454459620160522,0.2536235456773457,0.2925251756021855
0.6713860042818509,0.6701308908038263,0.3286139957181491,0.3984110402271252
0.6014799591696766,0.5999063479677723,0.39852004083032344,0.5083620622111141
0.5381063541020997,0.5362300915394695,0.4618936458979003,0.6196990541526539
0.48164289934180327,0.4794847645663247,0.5183571006581967,0.7305523122482178
0.43185405939665794,0.4294366131187886,0.568145940603342,0.8396675732846051
0.3881977478689481,0.38554343316888084,0.6118022521310519,0.9462404097350807
0.3500126408409604,0.3471427407312909,0.6499873591590396,1.0497860084624113
0.3166235563490934,0.31355769599396516,0.6833764436509067,1.150041730168226
0.2873953606091059,0.28415133583774244,0.712604639390894,1.2468964480941382
0.2617565660166914,0.2583503558724852,0.7382434339833086,1.3403403444775719
0.23920610445617377,0.23565197955104675,0.7607938955438263,1.430429736929568
0.21931138955781218,0.21562206367074505,0.7806886104421878,1.5172626889387844
0.201702337258643,0.19788913211695272,0.7982976627413569,1.600962246292168
0.18606391829895808,0.1821369252179509,0.8139360817010419,1.681665017533371
0.1721285878299678,0.16809681804613158,0.8278714121700322,1.7595134778224955
0.1596692394847584,0.15554075972903297,0.8403307605152416,1.8346508566859088
0.14849294757581982,0.14427500005878516,0.8515070524241801,1.9072178129390398
0.13843555875683855,0.13413466612456632,0.8615644412431614,1.977350341364964
0.1293570945096986,0.12497915099530778,0.8706429054903014,2.045178524465692
0.12113788215334656,0.11668823240674911,0.8788621178466535,2.110825860219219
0.11367531835794668,0.10915882547014491,0.8863246816420534,2.1744089786772567
0.10688117054595468,0.10230227470310997,0.8931188294540453,2.2360376172893774
0.10067932988551191,0.09604209895428249,0.8993206701144881,2.2958147646220364
0.1,0.09506143978457585,0.9,2.3025850929940455
0.1,0.09471816431101812,0.9,2.3025850929940455
0.1,0.09436435615097774,0.9,2.3025850929940455
0.9572444914393451,0.9570920080512073,0.04275550856065491,0.04369644320974717
0.8928137228851083,0.8923871310030005,0.1071862771148917,0.1133773168581766
0.8169737338124486,0.8161932101877402,0.18302626618755136,0.20214833419530864
0.7381227410345184,0.7369477976196954,0.26187725896548164,0.3036451524456681
0.6617976842247194,0.6602181393810288,0.3382023157752806,0.41279538270788046
0.5910942037751785,0.5891200362913626,0.4089057962248215,0.5257798770277058
0.5273668061479477,0.5250196778616683,0.47263319385205227,0.6398589457089205
0.4708814235573837,0.4681886269298891,0.5291185764426163,0.7531489713164786
0.4213008758188958,0.41829145189239564,0.5786991241811041,0.864408031150773
0.37800160440496666,0.3747040698484734,0.6219983955950333,0.9728568389139732
0.34026164151349536,0.336702788600102,0.6597383584865046,1.0780404234480778
0.30736288128477574,0.30356724308001065,0.6926371187152243,1.179726205706064
0.27864099107848694,0.2746306945525539,0.7213590089215131,1.2778310960886017
0.25350535021936865,0.2493001810281605,0.7464946497806313,1.3723703507717664
0.23144288131155083,0.22706045347734613,0.7685571186884492,1.4634221688949023
0.2120139013125044,0.20746986975834253,0.7879860986874956,1.551103434231095
0.1948445448894189,0.19015282636272646,0.8051554551105811,1.6355532440511238
0.17961819222454228,0.17479117662294621,0.8203818077754577,1.7169218352341273
0.16606712056039,0.161115864239284,0.83393287943961,1.795363231624035
0.15396492729914973,0.14889932532142627,0.8460350727008503,1.8710304473170116
0.14311991418587783,0.13794885137290708,0.8568800858141221,1.9440724393774524
0.13336944055143488,0.12810092265009881,0.8666305594485652,2.0146322530673246
0.12457516935110588,0.11921643626755374,0.8754248306488941,2.082845975384681
0.11661909750771564,0.11117672074280484,0.8833809024922844,2.1488422319617206
0.10940025646700713,0.1038802228358108,0.8905997435329929,2.2127420446916375
0.10283197594056008,0.09723975949191858,0.89716802405944,2.2746589243216477
0.1,0.09415592875171405,0.9,2.3025850929940455
0.1,0.09373687309421394,0.9,2.3025850929940455
0.1,0.09330481723562083,0.9,2.3025850929940455
0.1,0.09285995842765901,0.9,2.3025850929940455
0.9564886439157286,0.9563610138152273,0.04351135608427137,0.04448636271205916
0.8910484866906163,0.8906918402181054,0.10895151330938369,0.11535643470842882
0.8142193962573417,0.8135677361845965,0.18578060374265826,0.20552542072422395
0.7345673146868906,0.733587725167127,0.2654326853131094,0.3084736406146501
0.6576865859274891,0.6563714279383549,0.3423134140725109,0.41902677431008434
0.586660441830347,0.5850187184228794,0.41333955816965295,0.5333090901907951
0.5227999007450639,0.5208501248879883,0.4772000992549361,0.6485564870846822
0.4663210509325579,0.46408620787647226,0.5336789490674421,0.7628809315748872
0.4168423939352161,0.4143467458598163,0.5831576060647838,0.875047080818994
0.3737054391038869,0.37097267838493686,0.626294560896113,0.9842873878631769
0.33616258962423656,0.33321488139491395,0.6638374103757634,1.0901603383684848
0.30347784523104754,0.3003354153016215,0.6965221547689524,1.1924466687383146
0.2749748703233528,0.27165590732696204,0.7250251296766472,1.2910755661333844
0.2500553027702829,0.24657602915766014,0.7499446972297171,1.3860731745023227
0.2282013026228729,0.22457612734170337,0.7717986973771271,1.477527133319477
0.20897045431611824,0.2052121570797907,0.7910295456838817,1.5655624039190945
0.19198751342488166,0.18810743311695954,0.8080124865751184,1.6503249433145817
0.17693536340254365,0.17294357656166867,0.8230646365974563,1.7319707916189222
0.16354634465648865,0.15945182768657826,0.8364536553435113,1.810658875253693
0.1515944598449249,0.1474052328744725,0.8484055401550751,1.8865463510001774
0.1408886127621741,0.13661186534430458,0.8591113872378259,1.9597856812130372
0.13126686594286216,0.12690906589748085,0.8687331340571378,2.030522883344326
0.12259162478907334,0.11815861194727567,0.8774083752109266,2.0988965711163137
0.11474562874631533,0.11024269546265199,0.8852543712536847,2.165037524481094
0.10762862792119407,0.10306058814329042,0.8923713720788059,2.2290686078946482
0.1011546330005124,0.09652588152545355,0.8988453669994876,2.291104913149773
0.1,0.09508088783117052,0.9,2.3025850929940455
0.1,0.09472628481900788,0.9,2.3025850929940455
0.1,0.09436041153018353,0.9,2.3025850929940455
0.1,0.09398340894814242,0.9,2.3025850929940455
0.9893727825858597,0.9893368172734862,0.0106272174141403,0.010684089576551089
0.971938711046844,0.9718327202334596,0.02806128895315596,0.028462530988270694
0.9488781928321036,0.9486712520310776,0.05112180716789638,0.052474841790264015
0.9213857796110075,0.9210508956551382,0.07861422038899246,0.08187646005827626
0.890553527625227,0.8900680550990943,0.10944647237477301,0.11591206842925553
0.8573659528870374,0.8567116911230857,0.14263404711296257,0.15389043532558608
0.8226883798727985,0.8218514209216682,0.17731162012720147,0.19517778928672952
0.787259657405171,0.7862300583782044,0.212740342594829,0.23919715181022944
0.7516919632813178,0.7504633109194744,0.24830803671868218,0.28542866224695695
0.7164770069511958,0.715045931169603,0.28352299304880424,0.3334091230157174
0.6819968023024813,0.6803624820635265,0.3180031976975187,0.38273030985570616
0.6485370547570196,0.6467007464521278,0.3514629452429804,0.4330361376798856
0.6163015091749856,0.6142661162648324,0.3836984908250144,0.48401897225012686
0.585426044430887,0.5831957380608265,0.41457395556911303,0.5354154157398177
0.5559917296074413,0.5535716233334198,0.44400827039255875,0.587001859648946
0.5280364111272228,0.5254322884697459,0.47196358887277723,0.6385900371853144
0.5015646622212695,0.49878275308030207,0.4984353377787305,0.6900227422622385
0.47655610232552087,0.47360290289083057,0.5234438976744791,0.7411698244648323
0.4529722006137125,0.44985433089816773,0.5470277993862875,0.7919245226808006
0.43076173318354194,0.42748582637457877,0.5692382668164581,0.8422001649815386
0.40986508373704905,0.40643770196758733,0.590134916262951,0.8919272374932182
0.39021757589179845,0.38664514761028523,0.6097824241082015,0.941050808517441
0.37175201100258515,0.3680407857625369,0.6282479889974149,0.9895282841001218
0.35440056504677914,0.35055658217086394,0.6455994349532208,1.0373274658766944
0.33809617588823004,0.33412524405169947,0.66190382411177,1.0844248799260803
0.322773530561398,0.3186812158654498,0.677226469438602,1.1308043454484922
0.3083697424372463,0.304161362998206,0.6916302575627538,1.1764557535288804
0.2948247908306596,0.29050541629681736,0.7051752091693404,1.2213740284758383
0.2820817809177166,0.277656235647516,0.7179182190822835,1.265558246832525
0.2700870696257589,0.2655599385260252,0.7299129303742411,1.309010891873889
0.9791850485126368,0.9791244325513391,0.02081495148736323,0.021034636424966096
0.9459509133193241,0.9457752483379462,0.05404908668067587,0.05556459994531288
0.9036509444815971,0.9033153560595182,0.09634905551840289,0.10131211651584544
0.8555390499481079,0.8550095802841341,0.14446095005189208,0.15602354093112472
0.8043652271544847,0.8036186433124326,0.19563477284551534,0.21770185031924738
0.7523115633558102,0.7513341676429821,0.24768843664418982,0.2846047278630663
0.7010001508628213,0.6997861039617009,0.2989998491371787,0.3552471767366981
0.6515551436904448,0.6501046845691867,0.34844485630955524,0.42839324487792096
0.6046917184539236,0.6030095192819844,0.39530828154607645,0.503036507093719
0.5608097980067714,0.5589035701855811,0.43919020199322856,0.5783734719329772
0.5200791519187926,0.5179585354814847,0.4799208480812074,0.6537742637617792
0.4825099260601615,0.4801856462817543,0.5174900739398385,0.7287537862692877
0.44800750558577046,0.44549075819377776,0.5519924944142296,0.8029452931678247
0.4164131851915839,0.41371520530610456,0.5835868148084161,0.8760772780174146
0.3875331379070602,0.3846649102520785,0.6124668620929399,0.9479539166656108
0.3611583050511387,0.3581303791594807,0.6388416949488613,1.0184388986230406
0.33707754011486796,0.333899921384192,0.662922459885132,1.0874422857346469
0.3150859044443622,0.3117679985838597,0.6849140955556379,1.1549099648140198
0.29498957517276236,0.29154016924239323,0.7050104248272376,1.2208152616641488
0.27660844702445825,0.27303571479236144,0.7233915529755417,1.285152321445333
0.25977720663299825,0.2560887294548824,0.7402227933670018,1.3479309128785868
0.24434542734603362,0.2405482243735387,0.7556545726539664,1.4091723689829865
0.23017706264600793,0.22627762608080118,0.7698229373539921,1.4689064286405678
0.21714959424673813,0.21315392673629377,0.7828504057532619,1.5271687885421348
0.20515300481840182,0.20106665707228116,0.7948469951815982,1.583999213267735
0.19408868548557098,0.18991679288299396,0.805911314514429,1.6394400826980315
0.18386834727700052,0.17961566471775758,0.8161316527229995,1.6935352813975981
0.1744129780305426,0.17008391261153583,0.8255870219694574,1.7463293549631955
0.16565186783991978,0.16125050916259326,0.8343481321600802,1.7978668744777706
0.15752171409460342,0.15305186215594652,0.8424782859053965,1.8481919629519443
0.9782713478018008,0.9781990427856946,0.021728652198199194,0.02196819568985325
0.9436622906979569,0.9434530650848012,0.05633770930204307,0.05798691974660135
0.8997609959913266,0.8993620562890183,0.10023900400867336,0.10562611093476659
0.8500290264786067,0.8494009704224038,0.14997097352139332,0.16248478128247107
0.7973656341202056,0.7964820799393875,0.20263436587979444,0.2264419423799489
0.7440421915093621,0.7428881936809055,0.2559578084906379,0.29565753673898093
0.6917196733483255,0.6902895813541766,0.3082803266516745,0.3685745017555953
0.641524779093315,0.6398200184826878,0.35847522090668504,0.4439074688707036
0.5941526273063324,0.592179688469287,0.40584737269366755,0.5206190442979008
0.5499714763787712,0.5477402402224484,0.4500285236212288,0.5978888632299623
0.5091155019078911,0.5066379285643356,0.4908844980921089,0.6750803689049562
0.4715600733734601,0.4688492235351705,0.5284399266265398,0.7517087759609281
0.43717916627824277,0.43424850081031674,0.5628208337217573,0.8274121764266968
0.40578710857585587,0.4026500075040746,0.5942128914241441,0.9019266200204753
0.3771677311071958,0.3738371783097124,0.6228322688928042,0.9750652803786155
0.3510939528033239,0.3475823417497838,0.6489060471966761,1.0467014195296356
0.32734039676740473,0.3236594221905296,0.6726596032325953,1.116754680809439
0.30569109202149775,0.30185170095516345,0.6943089079785023,1.1851801901190162
