wave_H_m,wind_V_ms,water_depth_m
3.3842291660690416,12.15135666542953,32.28886684685696
3.178522465443755,30.313619192050282,38.17337748358071
3.55215609738278,16.5367766276497,49.64107898466776
4.178011348372804,30.64822707340711,24.21658902735082
4.399127897615784,10.826101596083964,35.1636535373135
7.748121849823916,21.526201389574005,21.16988037724735
1.2166905364354048,21.639602798406084,24.80074809389582
1.1634646742973014,32.68640841850531,33.755690266456725
3.0247134038085814,37.002495490494425,23.484168806015767
7.691431802687235,19.419001521320585,46.65211016926044
5.22060013535623,34.80122079224462,49.52039489631393
3.01883806473122,38.83406456222779,31.68445684707261
3.698583333158456,20.21161312763517,36.242228220427556
2.0790153022494096,26.611344560740335,36.25114437230012
6.3333126882340895,35.00949885812757,33.213240509372724
3.1163327454604564,17.780046919512834,25.838715101146157
1.4035330753931743,20.273439365041398,28.107430763923496
7.764921701064852,26.731264787501317,30.418311170915224
5.063273206955872,14.175901040370865,33.32131247606608
5.3836402499474465,24.66693495377354,32.053364019629726
7.956938722297887,36.409442864467806,38.702178744783204
4.98564152827598,28.61981439473752,26.039363234672997
3.7659642028502303,11.18378598672698,34.2663811246048
4.801172087703643,16.832492083096287,48.92086541496541
7.366182276560694,31.664297063677175,36.001598862960876
7.089784117533795,13.919570314703886,43.71529382824655
1.873745697767938,33.82631987648216,28.273027047540708
7.139634067127322,38.32126281476194,24.46387908215347
4.238729235457755,39.42962134488055,34.502223079194394
7.044832657601816,27.661945663939594,31.259897237588056
3.0004848886810915,16.096692732582618,42.85394574133092
3.705783547761195,25.338263866022537,34.769764400035456
5.0409532046319185,35.96731436873657,49.422180307502884
3.8530894600167187,34.82556766318909,42.93583383964153
5.014702660189013,38.68141430835799,26.01423546585208
1.76484947216735,35.61885900866267,33.17449449901245
6.928781979449424,36.79270615586245,21.87372780857214
7.1842533409024245,23.449571661082665,35.31297467012696
5.386147577652472,37.791478201902606,20.57348283289292
4.33790427822472,30.63166127291682,41.68120873094685
5.847727020759756,14.033053882243657,28.981867651150438
3.511008677919094,34.13311623038515,28.36279617243659
2.474934747070422,38.72344057114289,20.265898553404067
7.984745989773847,30.304638965721868,44.854078983473514
3.062335774423352,10.4294583300118,42.1360855568459
6.8390121790047305,32.21428395860558,24.28550861902516
6.273995455798784,33.06768346322923,39.75621547010165
6.362811529569104,35.377643190331966,38.408123427123755
1.6202329977877534,24.628834290016325,22.32948004014815
3.852801217227016,22.21319467376883,21.980295324207248
3.4417437377863553,13.329942963739445,44.24705630027667
7.633816181751295,12.169494257738158,48.653456218751046
4.658036195357216,18.986970338616217,22.305862258284904
4.504369876492925,33.83546633472246,41.212594318000946
1.3515820802478165,12.187055061037105,32.086198478979114
3.0670334583356027,16.971529691681436,28.43013496726141
6.624379203078193,37.876841608955615,32.15308083582699
7.34277701492748,19.64487103743646,34.29310959031375
2.582202984711998,29.214281265275318,49.36943345524426
5.22445167230365,20.734422523406465,39.434523379715856
1.860444749257713,36.65977240796196,35.09251852339509
4.145448194277495,27.575943653605577,38.74351588368207
1.5024306435855912,30.47851663670207,27.257950409465888
5.997668427546128,34.6760438315259,44.11875522657561
4.867506771855224,25.605096769322536,24.28627884018235
6.427423052821949,18.14228141340143,34.900862684538396
2.989918650492617,14.014850889990793,38.88673090675209
1.380324243760327,32.459357023786,29.527603857833498
1.0009428510313971,25.333874177116893,21.405557255828093
2.933186904746296,31.209294623671486,21.880688648655976
6.875369446492016,10.114597679757493,27.404716076057067
6.1863283930645,19.488104491879206,23.056771641980404
3.5216374316029952,18.111798591535766,45.281357064816646
3.193435423096002,33.66797415328021,46.756164344322045
4.036721937035707,37.298294315631765,31.319541618895784
7.748548915430757,12.678685735767187,40.61057799509729
4.4566982831985005,21.62946416366941,38.98135636245803
5.926999641440318,10.130898089509273,25.00859266241596
5.991322354440231,29.991562407346194,48.981425153860314
6.327264531755481,38.52318123194014,41.07621504604421
3.086365460476102,13.160947667525694,43.45471590034806
5.509044550331412,11.445580371798886,30.80151397702935
7.697598708390003,25.012034371306036,32.98187408059114
4.203897236115058,16.26648172015491,31.061215125943857
3.5886927919102365,11.570650605624172,43.02702885553755
3.9155310233271527,34.6653966044927,45.510440033596865
2.4839583828906067,29.720604465103857,34.16845412488945
7.161097165450395,16.472220375293624,40.33439600930133
5.254264855769058,18.859044327154983,24.098027109535177
5.5614783233409355,32.15792374396992,29.468820312900498
5.513828228156196,21.8539272283451,41.396206498478534
2.394506924258372,36.70645007908523,28.622287893967393
3.5745019142930703,11.742758562410494,23.345366369638292
4.611033318986297,18.027780301839144,45.064406772265826
1.102853720584677,21.372821460158086,30.12036640307278
1.1352934164232074,13.731051970015306,32.40928024755906
4.450052091132126,22.12869241764607,35.928130352362814
5.16592172433977,10.297714633835069,33.92285478360512
7.744494686213118,25.57096840388646,40.32626802376859
3.1830470054181825,33.21974134458287,43.18764445628345
4.649072333578973,39.280414698376404,23.766506442879603
1.118633654227067,33.10474635271288,44.214666120946475
1.8414506038440337,17.96748498875818,20.526570900998866
